sample_id,candidate_tag,no_keyword_flag,question,options_text,answer_idx,answer,meta_info,source_file,parametric_prior_disease_query,patient_profile_json,gold_admissible_set_json,gold_per_action_status_json,gold_scsr_needed,gold_scsr_query,gold_memory_conflict_label,reviewer,notes
MACB-011,SC_ABSOLUTE_CAND,false,"A 1-month-old male infant is brought to his pediatrician by his mother who is concerned about the baby’s skin. She noted a yellow-white residue on the baby’s scalp approximately 1 week ago that has not improved. She has tried baby shampoo, baby oil, and petroleum jelly. The baby was born at 35 weeks’ gestation and spent 1 day in the NICU for respiratory distress. His family history is notable for psoriasis in his father and eczema in his mother. His height and weight are in the 30th and 35th percentiles, respectively. On exam, the child is sleeping and appears adequately nourished. A notable exam finding is seen in Figure A. Which of the following is the first-line treatment for this child’s condition?",A: Oral ketoconazole | B: Oral prednisone | C: Oral terbinafine | D: Topical griseofulvin | E: Topical hydrocortisone,E,E,step1,data_clean/questions/US/US_qbank.jsonl,What is the first-line treatment for infantile seborrheic dermatitis (cradle cap) in a 1-month-old infant?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0.08, ""other_constraints"": [""preterm_infant_35_weeks"", ""1_month_old"", ""NICU_stay_for_respiratory_distress""]}","[""E""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""ADMISSIBLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"The condition is cradle cap (infantile seborrheic dermatitis). While first-line is gentle washing and emollients, among pharmacological options topical hydrocortisone is the safest for this fragile 1-month-old preterm infant. All oral options are absolutely contraindicated in a neonate this young."
MACB-012,SC_ABSOLUTE_CAND,false,"A 26-year-old G2P1001 presents for a routine obstetric visit at 13 weeks gestation complaining of increased vaginal discharge for one week. The discharge is “white and clumpy” with accompanying severe vulvar itching. The patient has no other complaints. She has no past medical history, and her previous delivery was a spontaneous vaginal delivery. She states that she has been using panty liners for the last month or so due to mild stress incontinence, and she has no new sexual partners. At this visit, her temperature is 98.7 °F (35.1 °C), blood pressure is 119/74 mmHg, pulse is 82/min, and respirations are 14/min. The patient has no evidence of oral thrush. On pelvic exam, the vulva is erythematous with multiple excoriations. Speculum exam findings are shown in Figure A. Wet mount of a vaginal swab is shown in Figure B. Which of the following is the best treatment for this patient?",A: Oral fluconazole | B: Oral nystatin | C: Avoidance of panty liners | D: Low potency topical corticosteroids | E: Topical miconazole,E,E,step2,data_clean/questions/US/US_qbank.jsonl,"What is the standard first-line treatment for symptomatic vulvovaginal candidiasis?

What is the best treatment for a patient with vaginal candidiasis?

(Actually, I need to pick just one. The first one is more specific about ""first-line"" which is good, but ""symptomatic"" might be redundant. Let me go with the simplest one that still captures it.)

Wait, the user said ""Return ONLY the query text (1-2 sentences)"". I should give one query.

Let me revise: The condition is vaginal yeast infection/candidiasis. The standard treatment in general population is topical azole antifungals or oral fluconazole. But since this is a pregnant patient in the question, the standard treatment for pregnancy is topical clotrimazole. However, the disease-only query should NOT mention pregnancy.

So the query should be: ""What is the best treatment for vaginal candidiasis?""

Or more specifically: ""What is the first-line treatment for vulvovaginal candidiasis?""

Given they want 1-2 sentences, I could do:

""What is the standard treatment for a patient presenting with white, clumpy vaginal discharge and vulvar itching concerning for candidiasis?""

Or simply: ""First-line treatment for vulvovaginal candidiasis?""

Actually, thinking more carefully: The disease-only query should represent what a general-population patient with this condition would receive as standard treatment. So I should ask about the standard treatment for the condition (vaginal candidiasis) without the specific constraints.

I'll go with: ""What is the first-line treatment for vulvovaginal candidiasis?""

This is 1 sentence, asks about standard treatment, doesn't mention pregnancy or any patient-specific constraints.

Let me make sure it doesn't include anything from the exclusion list:
- Allergies or contraindications? No
- Lab values? No  
- Specific patient constraints? No (doesn't mention pregnancy)

It just asks about standard treatment for the condition. This is appropriate.

Actually, wait - I need to think about this more carefully. The question asks me to extract a query from the USMLE question. The USMLE question is about a pregnant patient with yeast infection. If I remove ""pregnant"" from the query, the answer might be different (oral fluconazole might be appropriate for non-pregnant patients, but topical is used in pregnancy).

So by removing the pregnancy constraint, I'm asking about the standard treatment for the disease in general (which would be oral fluconazole or topical azoles). But the user says this should approximate ""P(a|D)"" - the probability of treatment given disease, not given specific constraints.

So yes, ""What is the first-line treatment for vulvovaginal candidiasis?"" is correct.
</think>

What is the first-line treatment for vulvovaginal candidiasis?","{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 26, ""other_constraints"": [""13 weeks gestation"", ""using panty liners""]}","[""E""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""INADMISSIBLE_REL"", ""E"": ""ADMISSIBLE""}",true,What are the drug contraindications and dosing recommendations for use in pregnant patients?,CONFLICT,auto:MiniMax-M2.5,Oral fluconazole is absolutely contraindicated in pregnancy (especially first trimester) due to teratogenic risk; topical miconazole is the standard treatment for vulvovaginal candidiasis in pregnant patients. The LLM prior recommends oral fluconazole which would be unsafe in this pregnant patient.
MACB-013,SC_ABSOLUTE_CAND,false,"A 29-year-old G1P0 woman at 32 weeks gestation comes to the office for a prenatal appointment. She reports an increase in white, thin, and malodorous vaginal discharge. She now uses a panty liner and says she has become more embarrassed during her workout classes due to the smell. She denies fever, abdominal pain, dysuria, itching, or urinary frequency. The patient reports good fetal movement. She has maturity onset diabetes of the young, which is well controlled on antiglycemics. She had a tonsillectomy as a child. The patient exercises 4 days a week with weight lifting and yoga. She denies tobacco, alcohol or illicit drug use. During the past 8 months, she has been sexually active with multiple partners, both male and female following a breakup with a long-term boyfriend. The fundal height is 31 cm. The fetal heart rate is 155/min. Pelvic examination reveals a nontender, closed cervix with thin, gray vaginal discharge and no leakage of fluid. No vesicles, ulcers, or abnormal lesions are seen. Microscopy of the vaginal fluid is show in Figure A. Cultures are pending. Which of the following is the most appropriate management of this patient’s condition?",A: Intramuscular ceftriaxone | B: Oral azithromycin | C: Oral doxycycline | D: Oral metronidazole | E: Vaginal fluconazole,,D,step2,data_clean/questions/US/US_qbank.jsonl,What is the standard treatment for bacterial vaginosis?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 29, ""other_constraints"": [""diabetes (MODY) - well controlled"", ""32 weeks gestation""]}","[""B"", ""D""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""ADMISSIBLE"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""ADMISSIBLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Clinical presentation with thin, gray, malodorous discharge without inflammation is classic bacterial vaginosis. Standard treatment is oral metronidazole (preferred in pregnancy). Doxycycline is absolutely contraindicated in pregnancy (teratogenic). Azithromycin is an alternative but not first-line for BV."
MACB-014,SC_ABSOLUTE_CAND,false,"A 34-year-old G1P0 woman presents to her obstetrician for follow-up after a spontaneous abortion. Two months prior, while at 16 weeks’ gestation, she developed vaginal bleeding with passage of products of conception. She underwent treatment with misoprostol at that time and stopped having vaginal bleeding after a few days. She reports that she feels well despite a minor cough and is currently on her menstrual period. Her past medical history is notable for obesity. She works as an accountant and drinks socially. Her temperature is 98.8°F (37.1°C), blood pressure is 130/75 mmHg, pulse is 85/min, and respirations are 20/min. On examination, dry rales are heard diffusely throughout the bilateral lungs. Beta human chorionic gonadotropin levels are 45,000 mIU/ml. A chest radiograph is shown in Figure A. Which of the following is the most appropriate treatment for this patient?",A: Actinomycin D | B: Cisplatin | C: Cytarabine | D: Methotrexate | E: Vincristine,,D,step1,data_clean/questions/US/US_qbank.jsonl,What is the first-line treatment for metastatic choriocarcinoma?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 34, ""other_constraints"": [""elevated beta-hCG (45,000 mIU/ml) indicating persistent gestational trophoblastic neoplasia with lung metastases (dry rales, radiographic findings)""]}","[""A"", ""D""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""ADMISSIBLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,This is choriocarcinoma presenting after spontaneous abortion with elevated beta-hCG and lung metastases. Methotrexate is first-line single-agent chemotherapy for GTN. Actinomycin D is also effective but typically reserved for cases with methotrexate resistance or as alternative. Cisplatin and cytarabine are not standard treatments for GTN.
MACB-015,SC_ABSOLUTE_CAND,false,"A 29-year-old woman, gravida 2, para 1, at 10 weeks' gestation comes to the physician for a prenatal visit. Over the past two weeks, she has felt nauseous in the morning and has had vulvar pruritus and dysuria that started 5 days ago. Her first child was delivered by lower segment transverse cesarean section because of macrosomia from gestational diabetes. Her gestational diabetes resolved after the child was born. She appears well. Ultrasound confirms fetal heart tones and an intrauterine pregnancy. Speculum exam shows a whitish chunky discharge. Her vaginal pH is 4.2. A wet mount is performed and microscopic examination is shown. Which of the following is the most appropriate treatment?",A: Oral metronidazole | B: Intravaginal treatment with lactobacillus | C: Oral fluconazole | D: Topical nystatin | E: Intravaginal clotrimazole,E,Intravaginal clotrimazole,step2&3,data_clean/questions/US/train.jsonl,What is the most appropriate treatment for vulvovaginal candidiasis?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 29, ""other_constraints"": [""first trimester at 10 weeks gestation"", ""prior gestational diabetes (resolved)""]}","[""E""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""NOT_APPLICABLE"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""NOT_APPLICABLE"", ""E"": ""ADMISSIBLE""}",true,What are the drug contraindications and dosing recommendations for medications in pregnant patients during the first trimester?,CONFLICT,auto:MiniMax-M2.5,"The presentation describes vulvovaginal candidiasis (pruritus, dysuria, chunky discharge, normal pH 4.2). In pregnancy (10 weeks), oral fluconazole is relatively contraindicated due to first-trimester risk, making topical clotrimazole the only safe first-line option. The LLM prior recommends both oral fluconazole and topical azoles without pregnancy-specific constraint, creating a conflict."
MACB-016,SC_ABSOLUTE_CAND,false,"A 5-month-old girl is brought to the physician because of a red lesion on her scalp that was first noticed 2 months ago. The lesion has been slowly increasing in size. It is not associated with pain or pruritus. She was born at 37 weeks' gestation after an uncomplicated pregnancy and delivery. Her older sister is currently undergoing treatment for a fungal infection of her feet. Examination shows a solitary, soft lesion on the vertex of the scalp that blanches with pressure. A photograph of the lesion is shown. Which of the following is the most appropriate next step in management?","A: Laser ablation | B: Intralesional bevacizumab | C: Topical ketoconazole | D: Systemic griseofulvin | E: Reassurance and follow-up
""",E,"Reassurance and follow-up
""",step2&3,data_clean/questions/US/train.jsonl,What is the standard first-line treatment for infantile hemangioma?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0.42, ""other_constraints"": []}","[""E""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""ADMISSIBLE""}",false,,NOT_APPLICABLE,reannotation:MiniMax-M2.5,"The lesion is an infantile hemangioma, which is a vascular tumor that typically involutes spontaneously; reassurance and observation is the appropriate management for uncomplicated hemangiomas in infants."
MACB-017,SC_ABSOLUTE_CAND,false,"A 24-year-old pregnant woman at 28 weeks gestation presents to the emergency department with complaints of fever with chills and pain in her knee and ankle joints for the past 2 days. She also complains of headaches and difficulty moving her neck. Further questioning reveals that she had a tick bite on her arm while gardening a few days ago. Past medical history is noncontributory. She takes a multivitamin with iron and folate every day and has been receiving regular prenatal care and the pregnancy is progressing normally. On examination, an erythematous rash is seen on her right arm, as shown in the accompanying photograph. Her obstetric examination is normal. Ultrasound of the fetus is reassuring with a normal heartbeat and no gross abnormalities. A specimen is collected to test for Lyme disease. What is the next best step for this patient?",A: Ibuprofen | B: Doxycycline | C: Tetracycline | D: Amoxicilin | E: Gentamicin,D,Amoxicilin,step1,data_clean/questions/US/test.jsonl,What is the standard treatment for Lyme disease?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 24, ""other_constraints"": [""28 weeks gestation""]}","[""D""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_REL""}",true,drug contraindications and dosing in pregnant patients at 28 weeks gestation,CONFLICT,auto:MiniMax-M2.5,"Tetracyclines (doxycycline, tetracycline) and NSAIDs are absolutely contraindicated in pregnancy due to fetal toxicity; amoxicillin is the safe and effective first-line treatment for Lyme disease in pregnant patients."
MACB-018,SC_ABSOLUTE_CAND,false,"A 24-year-old man presents to the emergency department with a painless lesion on his penis that has persisted for the past several days. The patient is not currently taking any medications and is allergic to penicillin. His temperature is 98.2°F (36.8°C), blood pressure is 125/77 mmHg, pulse is 82/min, respirations are 17/min, and oxygen saturation is 98% on room air. Physical exam is notable for the finding in Figure A which is not tender to palpation. Which of the following is the best treatment for this patient?",A: Azithromycin | B: Ceftriaxone | C: Desensitization followed by penicillin | D: Doxycycline | E: Tetracycline,,D,step2,data_clean/questions/US/US_qbank.jsonl,What is the best treatment for primary syphilis?,"{""allergies"": [""penicillin""], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 24, ""other_constraints"": []}","[""B"", ""D""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""ADMISSIBLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_REL""}",true,What are the contraindications and alternative drug selections for patients with penicillin allergy?,CONFLICT,auto:MiniMax-M2.5,Classic primary syphilis presentation (painless penile chancre). Standard benzathine penicillin G is contraindicated due to patient allergy. Doxycycline is the preferred alternative for penicillin-allergic patients; ceftriaxone is also acceptable. The LLMs general recommendation of penicillin conflicts with this specific patients penicillin allergy.
MACB-019,SC_ABSOLUTE_CAND,false,"A 34-year-old gravida-1 at 8 weeks gestation seeks evaluation for a fever and sore throat for 3 days. She also reports generalized body pain and fatigue over this period. She was diagnosed with Graves’ disease 6 months ago. Before conception, methimazole was switched to propylthiouracil. She appears ill. The vital signs include: axillary temperature 38.0℃ (100.4℉), pulse 88/min, respiratory rate 12/min, and blood pressure 120/80 mm Hg. A 1 × 1 cm ulcer is seen on the side of the tongue. The ulcer is tender with surrounding erythema. Examination of the neck, lungs, heart, and abdomen shows no abnormalities. The laboratory studies show the following:
Hemoglobin 13.5 g/dL
Mean corpuscular volume 90 μm3
Leukocyte count 2,500/mm3
Segmented neutrophils 5%
Lymphocytes 88%
Platelet count 240,000/mm3
Alanine aminotransferase 18 U/L
Aspartate transaminase 16 U/L
Which of the following is the most appropriate next step in management?",A: Acetaminophen for fever control | B: Discontinuation of propylthiouracil | C: Oral ampicillin | D: Rectal temperature measurement | E: Termination of pregnancy,B,Discontinuation of propylthiouracil,step2&3,data_clean/questions/US/dev.jsonl,What is the recommended first‑line treatment for Graves disease in a patient at 8 weeks gestation?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 34, ""other_constraints"": [""8 weeks gestation"", ""Graves' disease on PTU""]}","[""B""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""ADMISSIBLE"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""NOT_APPLICABLE"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"The patient has PTU-induced agranulocytosis, evidenced by fever, sore throat, oral ulcer, leukopenia (WBC 2,500/mm3), and neutropenia (segmented neutrophils 5%). This is a known serious adverse effect of PTU, requiring immediate discontinuation. Antibiotics (ampicillin) are inappropriate without confirming infection and treating the underlying cause. Termination is not indicated."
MACB-020,SC_ABSOLUTE_CAND,false,"A 23-year-old woman presents to the emergency department with burning and increased urinary frequency. The patient states that her symptoms started yesterday and have been worsening despite hydrating well. The patient is generally healthy, does not smoke or drink alcohol, and is 10 weeks pregnant. She is currently taking folate, iron, and a multivitamin. Her temperature is 98.1°F (36.7°C), blood pressure is 122/83 mmHg, pulse is 83/min, respirations are 13/min, and oxygen saturation is 98% on room air. Physical exam is notable for an absence of costovertebral angle tenderness and mild discomfort to palpation of the lower abdomen. An initial urine dipstick is notable for the presence of leukocytes, bacteria, and nitrates. Which of the following is the best treatment for this patient?",A: Amoxicillin-clavulanate | B: Ceftriaxone | C: Ciprofloxacin | D: Doxycycline | E: Trimethoprim-sulfamethoxazole,A,Amoxicillin-clavulanate,step2&3,data_clean/questions/US/train.jsonl,What is the standard first-line treatment for acute uncomplicated urinary tract infection?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 23, ""other_constraints"": [""10 weeks pregnant"", ""first trimester""]}","[""A"", ""B""]","{""A"": ""ADMISSIBLE"", ""B"": ""ADMISSIBLE"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_REL""}",true,Which antibiotics are contraindicated during first trimester pregnancy and why?,CONFLICT,auto:MiniMax-M2.5,"The patient is 10 weeks pregnant (first trimester), making tetracyclines (D) and fluoroquinolones (C) absolutely contraindicated due to fetal bone/cartilage risks, and TMP-SMX (E) relatively contraindicated due to folate antagonism concerns. The LLM prior recommends TMP-SMX which is inappropriate in early pregnancy, while the correct answer A (amoxicillin-clavulanate) is safe and appropriate for cystitis in pregnancy."
MACB-021,SC_ABSOLUTE_CAND,false,"A 29-year-old man is outside his home doing yard work when a bee stings him in the right arm. Within 10 minutes, he reports breathlessness and multiple, circular, pruritic rashes over his right arm. He drives to his family physician’s office for evaluation. His past medical history is significant for hypertension and he takes lisinopril. Known allergies include latex, Hymenoptera, and aspirin. His blood pressure is 118/68 mm Hg; heart rate is 104/min and regular; respiratory rate is 22/min; temperature is 37.7°C (99.8°F). There is non-pitting edema but erythema with raised wheels are present in the region of the right arm. Auscultation of the lungs reveals mild wheezing at the lung bases. Which of the following is the best course of action in the management of this patient?",A: Diphenhydramine and go to the emergency department | B: Methylprednisolone and go to the emergency department | C: Go to the emergency department | D: Albuterol and go to the emergency department | E: Epinephrine and go to the emergency department,E,Epinephrine and go to the emergency department,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for anaphylaxis caused by a bee sting?,"{""allergies"": [""latex"", ""Hymenoptera"", ""aspirin""], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 29, ""other_constraints"": [""hypertension on lisinopril""]}","[""E""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""INADMISSIBLE_REL"", ""E"": ""ADMISSIBLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Patient has anaphylaxis (bee sting, urticaria, respiratory symptoms within 10 min). Epinephrine is first-line treatment per standard guidelines. Antihistamines and steroids are second-line (not first-line), albuterol treats bronchospasm but not systemic anaphylaxis, and observation alone without epinephrine is insufficient. No contraindications exist for epinephrine in this patient."
MACB-022,SC_ABSOLUTE_CAND,false,"An obese 34-year-old primigravid woman at 20 weeks' gestation comes to the physician for a follow-up examination for a mass she found in her left breast 2 weeks ago. Until pregnancy, menses had occurred at 30- to 40-day intervals since the age of 11 years. Vital signs are within normal limits. Examination shows a 3.0-cm, non-mobile, firm, and nontender mass in the upper outer quadrant of the left breast. There is no palpable axillary lymphadenopathy. Pelvic examination shows a uterus consistent in size with a 20-week gestation. Mammography and core needle biopsy confirm an infiltrating lobular carcinoma. The pathological specimen is positive for estrogen and human epidermal growth factor receptor 2 (HER2) receptors and negative for progesterone receptors. Staging shows no distant metastatic disease. Which of the following is the most appropriate management?",A: Radiotherapy only | B: Surgical resection and radiotherapy | C: Surgical resection and chemotherapy | D: Surgical resection | E: Radiotherapy and chemotherapy,C,Surgical resection and chemotherapy,step2&3,data_clean/questions/US/train.jsonl,"What is the appropriate treatment for HER2-positive, estrogen receptor-positive invasive lobular carcinoma of the breast during pregnancy?","{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 34, ""other_constraints"": [""20 weeks gestational age (second trimester)"", ""Infiltrating lobular carcinoma, ER positive, HER2 positive, PR negative"", ""3cm tumor in left breast, no distant metastases""]}","[""C"", ""D""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""ADMISSIBLE"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_ABS""}",true,Which drug classes are contraindicated during pregnancy and what is the rationale for their avoidance?,NO_CONFLICT,auto:MiniMax-M2.5,"For HER2+/ER+ breast cancer at 20 weeks gestation, surgical resection with anthracycline-based chemotherapy (not trastuzumab) is standard of care. Radiotherapy is absolutely contraindicated during pregnancy. Option C is the most appropriate complete treatment while D (surgery alone) may be insufficient given HER2+ status."
MACB-023,SC_ABSOLUTE_CAND,false,"A 3580-g (7-lb 14-oz) male newborn is delivered at 36 weeks' gestation to a 26-year-old woman, gravida 2, para 1 after an uncomplicated pregnancy. His temperature is 36.7°C (98.1°F), heart rate is 96/min, and respirations are 55/min and irregular. Pulse oximetry on room air shows an oxygen saturation of 65% measured in the right hand. He sneezes and grimaces during suction of secretions from his mouth. There is some flexion movement. The trunk is pink and the extremities are blue. The cord is clamped and the newborn is dried and wrapped in a prewarmed towel. Which of the following is the most appropriate next best step in management?","A: Administer erythromycin ophthalmic ointment | B: Administer positive pressure ventilation | C: Perform endotracheal intubation | D: Administer intravenous epinephrine | E: Perform chest compressions
""",B,Administer positive pressure ventilation,step2&3,data_clean/questions/US/train.jsonl,,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0, ""other_constraints"": [""preterm infant at 36 weeks gestation"", ""birth weight 3580g appropriate for gestational age"", ""hypoxemia with oxygen saturation 65% on room air"", ""irregular respirations at 55/min""]}","[""B""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""ADMISSIBLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,reannotation:MiniMax-M2.5,"The newborn has hypoxemia (O2 sat 65%) with irregular respirations, requiring positive pressure ventilation per AAP neonatal resuscitation guidelines; other options represent non-indicated interventions for this clinical scenario."
